ApkName,LatestVersionOnGooglePlay
au.com.sightwords.parrotfish-1.apk, 3.03  
com.android.vending-1.apk,N/A
com.baidu.searchbox-1.apk, 6.9.1  
com.google.android.apps.docs-1.apk,   Varies with device  
com.google.android.apps.maps-1.apk,   Varies with device  
com.google.android.apps.plus-1.apk,   Varies with device  
com.google.android.inputmethod.latin-1.apk,
com.jumpgames.pacificrim-1.apk, 1.9.6  
com.netflix.mediaclient-1.apk,   Varies with device  
com.playstudios.myvegas-1.apk, 1.24.0  
com.sidheinteractive.sif.DR-1.apk,   Varies with device  
com.sxiaoao.meirenyu.english-1.apk, 1.1.8  
com.walmart.android-1.apk, 3.1.0  
com.youdao.dict-1.apk, 6.1.0  
