ApkName,LatestVersionOnGooglePlay
air.com.playtika.slotomania-1.apk,Varies with device
com.bumptech.bumpga-1.apk,3.6.5
com.disney.nemo-1.apk,1.4.0
com.elex.ram-1.apk,1.11.0
com.facebook.orca-1.apk,2.5.3-release
com.fastemulator.gbafree-1.apk,1.5.2
com.gameresort.stupidzombies-1.apk,Varies with device
com.halfbrick.fruitninjafree-1.apk,1.8.6
com.itchmedia.whatstheword-1.apk,3.7
com.king.candycrushsaga-1.apk,Varies with device
com.leftover.CoinDozer-1.apk,Varies with device
com.midasplayer.apps.bubblewitch-1.apk,Varies with device
com.netflix.mediaclient-1.apk,2.3.2
com.pikpok.turbo-1.apk,Varies with device
com.viber.voip-1.apk,3.0.2.5
jp.naver.line.android-1.apk,3.7.2
net.flixster.android-1.apk,Varies with device
