ApkName,LatestVersionOnGooglePlay
air.com.flipline.papasburgeriatogo-1.apk, 1.0.1  
at.ner.lepsWorld2-1.apk, 1.7  
at.ner.lepsWorld3Plus-1.apk, 1.4  
at.nerbrothers.SuperJump-1.apk, 1.9.6  
com.disney.nemo-1.apk, 1.6.0  
com.djinnworks.RopeFly.lite-1.apk, 3.1  
com.dominospizza-1.apk, 1.9.5  
com.elevenbitstudios.SleepwalkersJourneyHD-1.apk, 1.2  
com.gamevil.bb2012.global-1.apk, 1.1.3  
com.gamevil.bb2013.global-1.apk, 1.1.6  
com.inxile.BardTale-1.apk, 1.5.1  
com.jellyvisiongames.YOUDONTKNOWJACK-1.apk, 1.2.2  
com.orangenose.games.whatsmyiq-1.apk, 1.12  
com.senri.da-1.apk, 1.0.3  
com.tap4fun.kings_empire-1.apk, 1.8.1  
com.techsmith.apps.coachseye-1.apk,N/A
com.twoxlgames.mxmatchup-1.apk, 1.1.0  
com.umonistudio.tile-1.apk, 2.3.4  
com.webprancer.google.garfieldDefense-1.apk, 1.5.4  
com.webprancer.google.garfieldDefense2-1.apk, 1.0.9  
de.joergjahnke.mario.android.free-1.apk, 2.21.7  
ru.redspell.whattheword-1.apk,   Varies with device  
