ApkName,LatestVersionOnGooglePlay
air.Application-1.apk, 2.1.0  
com.baracodamedia.android.rtl-1.apk,   Varies with device  
com.bicore.warswordg-1.apk, 1.02  
com.ckk.shenmo-1.apk, 3.0602.501  
com.credu.tserie.app-1.apk, 1.5  
com.ehyundai.mobile-1.apk, 1.0.6  
com.jiplus.BukhanMnt-1.apk, 2.6  
com.king.candycrushsagakakao-1.apk, 1.34.1  
com.knps.knpsHiking-1.apk, 2.4.2  
com.korail.korail-1.apk, 3.16  
com.linekong.t3.krggp-1.apk, 1.1.10  
com.nexon.mon3-1.apk, 1.21.9700  
com.nhncorp.SKPOCO-1.apk, 1.2.1  
com.nhnent.SKGSTONE-1.apk, 1.3.1.KG  
com.panggame.keroro.google.kr-1.apk, 1.10.8882  
com.pwrd.projectx.efun-1.apk, 1.4.2  
com.visitkorea.kr-1.apk, 3.2.2  
de.bild.MeinKlub-1.apk, 4.01  
dht.gongju-1.apk, 2.1.3  
kr.co.andamul.loveday-1.apk, 1.1.4  
kr.or.ifac.lit-1.apk, 0.99  
