110,$1.99,Wipeout,January 26 2015,1.4,35M,100000 - 500000,Everyone,Action,Activision Publishing Inc.,https://play.google.com/store/apps/details?id=com.activision.wipeout,com.activision.wipeout
66,$0.99,Real Drift Car Racing,May 9 2015,3.2,165M,100000 - 500000,Low Maturity,Racing,RealGames,https://play.google.com/store/apps/details?id=com.realdrift.sipon,com.realdrift.sipon
70,$1.99,The Bard's Tale,April 17 2015,1.6.8,29M,100000 - 500000,Medium Maturity,Role Playing,inXile entertainment,https://play.google.com/store/apps/details?id=com.inxile.BardTale,com.inxile.BardTale
72,$4.99,Surgeon Simulator,November 12 2014,1.1,232M,50000 - 100000,Medium Maturity,Simulation,Bossa Studios Ltd,https://play.google.com/store/apps/details?id=com.bossastudios.ss13touch,com.bossastudios.ss13touch
92,$2.99,Osmos HD,May 7 2015,Varies with device,Varies with device,500000 - 1000000,Everyone,Arcade,Hemisphere Games,https://play.google.com/store/apps/details?id=com.hemispheregames.osmos,com.hemispheregames.osmos
178,$4.99,Knights of Pen & Paper +1,December 10 2014,2.24,20M,100000 - 500000,Low Maturity,Role Playing,Paradox Interactive,https://play.google.com/store/apps/details?id=br.com.beholdstudios.knightspp,br.com.beholdstudios.knightspp
147,$5.99,PPSSPP Gold - PSP emulator,February 26 2015,1.0.1.0,15M,50000 - 100000,Everyone,Action,Henrik Rydgård,https://play.google.com/store/apps/details?id=org.ppsspp.ppssppgold,org.ppsspp.ppssppgold
127,$1.99,Pulling USA,November 25 2014,1.8,50M,10000 - 50000,Everyone,Simulation,Bowen Games LLC,https://play.google.com/store/apps/details?id=com.bowengames.pullingusa,com.bowengames.pullingusa
125,$0.99,Breach & Clear,February 5 2015,Medium Maturity,100000 - 500000,2.3 and up,Gun Media,Strategy,Gun Media,https://play.google.com/store/apps/details?id=com.gun.bnc,com.gun.bnc
153,$4.99,Sorcery! 3,May 7 2015,1.0.1,266M,1000 - 5000,Low Maturity,Role Playing,inkle Ltd,https://play.google.com/store/apps/details?id=com.inkle.sorcery3,com.inkle.sorcery3
