ApkName,LatestVersionOnGooglePlay
air.com.freshplanet.games.SongPopPremium-1.apk, 1.8.0  
air.com.goodgamestudios.empirefourkingdoms-1.apk, 1.1.1  
air.com.oranginalplan.weaphonesfree-1.apk, 2.1.1  
com.ea.games.simsfreeplay_na-1.apk, 2.5.6  
com.facebook.pages.app-1.apk, 1.6  
com.fds.infiniteflight-1.apk, 1.1.4  
com.g6677.android.weddingsalon-1.apk, 1.0.1  
com.glu.zamf1-1.apk, 1.4.0  
com.jb.gokeyboard-1.apk, 1.9.11  
com.leftover.CoinDozer-1.apk,   Varies with device  
com.ndjh.nddaily-1.apk, 1.2.7  
com.rovio.BadPiggiesHD-1.apk, 1.5.0  
com.sohu.tv-1.apk, 3.3.1  
com.sonypicturestelevision.wheeloffortune30-1.apk, 1.2.4  
com.vevo-1.apk, 1.5.4  
it.rortos.f18carrierlandinglite-1.apk, 5.85  
net.mobilecraft.football-1.apk, 3.3.3  
no.dirtybit.funrun-1.apk, 1.12  
